"maxO3";"T6";"T9";"T12";"T15";"T18";"Ne6";"Ne9";"Ne12";"Ne15";"Ne18";"Vdir6";"Vvit6";"Vdir9";"Vvit9";"Vdir12";"Vvit12";"Vdir15";"Vvit15";"Vdir18";"Vvit18";"Vx";"maxO3v"
"20010918";42;11.5;12.7;14.3;14.9;14.7;7;8;7;7;7;310;3;330;5;320;5;330;5;330;4;-3.2139;60
"20010919";65;12.5;14.8;16.3;15.9;15.4;7;7;7;7;7;280;3;300;5;300;7;300;6;300;4;-6.0622;42
"20010920";71;13.1;15.5;18;17.4;16.5;8;7;7;6;3;230;3;260;4;310;4;360;5;360;3;-3.0642;65
"20010921";96;7.6;11.3;19.4;20.2;18;9;3;3;3;3;0;0;350;1;70;4;50;5;60;4;3.7588;71
"20010922";98;8.5;15.2;19.7;20.3;17.6;1;2;2;2;2;70;1;90;4;90;5;60;5;60;6;5;96
"20010923";92;8.9;14.7;17.6;18.2;15.7;3;1;4;6;6;40;1;60;6;40;8;30;7;40;6;5.1423;98
"20010924";76;9.8;13.3;17.7;17.7;15.6;6;7;7;6;8;300;1;290;1;230;1;210;1;290;2;-0.766;92
"20010925";84;10.6;13.3;17.7;17.8;16.5;7;3;5;6;8;0;0;0;0;210;2;320;2;230;3;-1;76
"20010926";71;15.6;16.6;18;18.5;16.8;8;7;7;7;NA;230;4;230;4;250;5;220;5;220;5;-4.6985;84
"20010927";77;13.5;16.2;20.8;22.1;20;8;6;5;5;5;180;3;190;4;210;4;200;4;170;1;-2;71
"20010928";99;11.7;16.9;23;22.6;18.9;6;6;4;7;8;120;1;150;3;170;5;170;5;160;2;0.8682;77
"20010929";83;16.2;16.9;19.8;22.1;18.1;8;6;5;3;1;180;2;270;4;290;4;270;4;240;3;-3.7588;99
"20010930";70;14.5;15.7;18.6;20.7;18;8;7;7;7;8;180;4;180;5;190;6;210;8;220;8;-1.0419;83
"20020401";109;7.8;10.4;14.7;15.3;14.3;8;6;6;5;5;0;0;160;2;230;4;270;2;220;1;-3.0642;111
"20020402";96;7.7;11;18.3;19.7;18.1;7;5;7;2;7;0;0;120;3;140;4;160;7;200;5;2.5712;109
"20020403";73;11;11.9;13.8;11.7;11.4;8;8;8;8;8;100;3;140;2;80;1;100;3;30;2;0.9848;96
"20020404";84;9.9;10.6;14.6;15.5;13;7;7;5;3;0;320;3;300;2;300;5;320;5;320;4;-4.3301;73
"20020405";78;6.8;8.6;12.9;13.9;12.5;8;8;7;6;5;110;2;110;3;160;3;210;3;160;1;1.0261;84
"20020406";116;8.6;11.5;15.3;16.2;13.9;5;4;5;7;7;80;5;80;7;80;11;70;10;80;9;10.8329;78
"20020407";92;8.3;8.8;12.2;8.9;8.5;7;8;8;8;8;70;8;70;8;80;11;180;6;70;10;10.8329;116
"20020408";103;6.9;11.9;15.3;16.5;14.1;6;0;0;0;0;20;4;50;5;70;8;30;9;20;7;7.5175;92
"20020409";100;5.1;9.8;14.8;15.3;11.8;0;0;3;6;8;30;3;20;4;40;6;20;8;20;8;3.8567;103
"20020410";116;4.9;8;13.4;13;11.4;1;0;0;5;5;10;5;30;8;50;9;30;9;50;8;6.8944;100
"20020411";103;5.7;9.4;11.9;13.5;12.8;5;5;7;5;7;30;5;40;6;50;8;50;9;50;6;6.1284;116
"20020412";96;5.7;9.9;11.4;12;10.1;3;7;7;5;5;360;4;10;6;360;7;360;9;20;5;0;103
"20020413";103;5.2;9.5;10.2;10.3;10.1;0;2;7;7;7;360;4;20;7;360;6;350;5;340;5;0;96
"20020414";99;2.5;5.6;10.2;11.7;10.5;7;8;7;8;8;200;1;310;3;300;4;330;3;340;4;-3.4641;103
"20020415";91;5.7;10.4;10.8;13.9;12.2;6;4;6;3;1;180;1;300;4;360;4;350;5;360;5;0;99
"20020416";93;1.1;7.6;13.2;14;12.9;2;3;7;6;6;310;1;170;1;260;2;240;3;240;4;-1.9696;91
"20020417";100;4;10.3;14.4;14.9;12;2;6;6;7;8;150;1;180;3;190;6;210;5;220;4;-1.0419;93
"20020418";82;4.1;11.2;13.7;11.1;9.4;4;5;6;7;7;180;1;250;5;190;7;290;5;300;5;-1.2155;100
"20020419";93;3.2;9.8;13.4;14.3;14.6;1;3;7;7;5;0;0;320;1;300;3;300;2;340;2;-2.5981;82
"20020420";91;8.2;11.3;15.7;17.2;16.4;8;8;7;7;5;0;0;90;2;110;2;80;2;100;3;1.8794;93
"20020421";116;7.4;14.7;17.8;19.6;18.5;5;5;5;3;2;120;1;140;2;150;3;180;1;90;3;1.5;91
"20020422";125;6.1;15.1;20.2;22.3;18.2;5;3;4;4;7;0;0;270;1;300;2;280;2;360;5;-1.7321;116
"20020423";73;11;12;16.5;17.9;15.5;8;8;6;6;5;340;4;350;4;340;3;350;4;350;4;-1.0261;125
"20020424";108;9.9;11.5;19.3;23.1;22.7;8;7;0;0;0;30;1;60;1;190;2;210;2;220;2;-0.3473;73
"20020425";85;9.8;11.8;13.4;14.6;14.2;8;8;8;6;6;350;5;340;3;340;4;340;7;350;4;-1.3681;108
"20020426";97;9.3;12;13.6;16.2;13.1;8;8;8;6;3;210;4;220;6;230;7;300;9;320;10;-5.3623;85
"20020427";89;5.8;13;13.5;14.1;12.2;1;4;7;7;7;250;2;270;6;270;6;230;7;230;6;-6;97
"20020428";102;10.8;13.7;16.6;16.5;13.7;8;5;5;6;6;230;3;250;7;240;7;240;7;240;8;-6.0622;89
"20020429";88;7.8;12.6;15.6;15.9;13.9;0;7;7;6;4;250;5;270;8;260;8;280;6;260;7;-7.8785;102
"20020430";84;11.4;11.8;12.9;12;11.7;8;8;6;8;8;200;7;210;8;190;10;190;9;220;6;-1.7365;88
"20020501";85;9.4;12.9;15.6;8.4;8.4;3;5;6;7;8;250;3;270;3;270;2;120;4;170;2;-2;84
"20020502";77;5.8;10.7;12.2;11.7;12.1;5;6;8;7;6;180;1;290;2;300;6;80;2;20;5;-5.1962;85
"20020503";91;4.7;12.7;15.2;15.9;13.9;0;6;6;5;1;300;2;340;5;350;7;360;7;340;6;-1.2155;77
"20020504";102;5.6;11.9;14.1;14.1;13.3;3;6;6;5;2;310;2;360;3;340;5;40;5;30;4;-1.7101;91
"20020505";96;3.8;11.8;13;13.4;10.8;3;2;7;7;6;270;1;360;3;350;6;350;6;360;4;-1.0419;102
"20020506";82;7;10.1;13.1;13.4;12.6;7;7;7;7;8;300;2;0;0;130;2;80;3;60;3;1.5321;96
"20020507";104;5.3;13.8;18.1;19.6;17.1;1;1;2;4;6;300;1;30;3;90;4;60;3;10;4;4;82
"20020508";112;11.9;16.1;20.2;20.9;17;6;7;6;5;6;330;2;360;5;10;6;10;6;360;7;1.0419;104
"20020509";88;11.1;11.4;12.4;12;11.7;8;8;8;8;8;360;4;10;5;360;5;340;4;360;3;0;112
"20020510";116;11.3;12.7;16.4;16.3;15.5;8;8;7;7;7;320;4;320;6;340;5;350;5;360;4;-1.7101;88
"20020511";95;9.9;12.6;15.1;14.8;13.9;6;6;7;7;7;260;2;290;3;270;5;310;4;270;3;-5;116
"20020512";101;7.8;10.4;15.6;17.5;15.6;8;7;3;5;7;250;2;160;2;220;2;210;4;200;5;-1.2856;95
"20020513";88;13.5;16.2;16.7;14.7;11.6;8;8;8;8;8;140;4;150;7;200;6;180;5;220;6;-2.0521;101
"20020514";89;12;15.2;17.2;17.3;15.7;6;6;6;7;6;200;4;230;7;220;8;220;7;210;5;-5.1423;88
"20020515";99;11.7;14.8;18.3;21.2;21;7;6;6;4;1;170;2;150;2;160;3;100;3;80;4;1.0261;89
"20020516";121;15;21.8;27.5;29.5;27.2;2;4;5;4;6;110;2;140;3;140;4;140;5;120;4;2.5712;99
"20020517";113;18.4;20.4;22.8;21.3;15.8;7;8;6;8;8;130;4;140;4;180;4;210;7;210;7;0;121
"20020518";95;12.7;16.5;18.5;18.6;17;4;4;4;6;1;220;4;250;5;240;5;240;6;220;7;-4.3301;113
"20020519";82;13;17;18.6;21;17.2;3;5;7;5;7;200;3;230;4;230;4;230;7;210;5;-3.0642;95
"20020520";73;14.7;16.2;20.4;23.3;20.2;7;7;7;6;5;170;3;170;6;150;5;150;6;230;6;2.5;82
"20020521";97;13.4;16.3;17.9;18.2;14.5;6;7;8;8;8;200;5;180;7;180;8;160;7;180;7;0;73
"20020522";80;12.7;14.7;17.4;16.7;15.2;6;7;6;6;2;170;5;200;8;190;10;210;10;210;7;-1.7365;97
"20020523";83;10.9;13.8;15.9;18.1;16;1;6;6;5;4;220;3;230;6;250;4;250;7;220;6;-3.7588;80
"20020524";92;12.8;13.9;17.9;18.5;15.5;8;7;5;3;7;200;8;220;6;240;8;230;7;230;6;-6.9282;83
"20020525";85;9.6;15;15.6;16;12.7;1;4;6;5;6;230;2;240;5;220;6;220;8;210;5;-3.8567;92
"20020526";96;9.9;12.9;14.7;14.3;11.2;7;6;6;5;7;210;5;240;5;240;7;240;5;240;5;-6.0622;85
"20020527";71;10.5;13.4;12.9;14.7;11.7;7;6;7;6;6;210;3;250;5;310;7;240;5;300;1;-5.3623;96
"20020528";98;11.6;13.2;15.1;15.3;14.4;8;8;6;7;6;170;5;180;7;260;5;240;6;240;5;-4.924;71
"20020529";83;9.9;14.5;16;17.8;16.4;6;7;5;7;3;220;3;240;5;230;4;240;5;270;2;-3.0642;98
"20020530";99;8.9;15;17.3;19.4;19.2;1;4;7;5;3;250;1;270;2;340;2;300;2;250;2;-0.684;83
"20020531";108;10.3;18.1;21.4;23;22.5;0;1;2;5;5;20;1;110;3;90;5;70;4;80;4;5;99
"20020601";125;14;20.9;25.4;26.7;26.2;6;4;1;1;1;80;4;100;4;110;5;100;5;140;3;4.6985;108
"20020602";144;16.9;22.2;26.8;27.3;26.4;5;7;6;7;6;100;2;130;1;170;5;190;4;240;3;0.8682;125
"20020603";105;12.5;15;19.6;22.8;21.3;8;6;4;4;7;320;3;300;2;300;2;270;2;260;2;-1.7321;144
"20020604";73;13.9;16;16.1;17.8;16.6;8;8;8;7;5;200;3;220;4;230;3;210;4;280;3;-2.2981;105
"20020605";86;12.1;12.7;14;15.4;16.3;8;8;8;7;3;320;6;320;6;330;7;330;6;320;6;-3.5;73
"20020606";87;9.8;14;18.8;19.4;18.3;6;7;7;6;7;270;2;290;4;270;4;290;5;300;4;-4;86
"20020607";96;12;14.8;18.2;17.7;13.6;7;7;6;7;8;210;3;210;4;200;4;190;8;140;4;-1.3681;87
"20020608";73;12.5;14.2;18.6;18;17;6;6;5;7;7;190;4;210;4;210;4;250;3;320;2;-2;96
"20020609";76;11.9;14.6;13.6;13.5;16.3;6;7;8;8;5;220;3;210;6;200;8;200;8;270;5;-2.7362;73
"20020610";71;12;15.3;16;15.8;14.3;7;6;7;8;8;220;3;240;5;230;6;240;6;210;5;-4.5963;76
"20020611";59;11.3;14;13.3;16.2;16.1;2;7;8;8;8;270;3;220;3;180;4;200;4;210;4;0;71
"20020612";57;14.9;16.7;17.9;19.6;18.7;8;8;7;6;5;210;4;220;5;250;5;200;6;230;5;-4.6985;59
"20020613";59;15.2;17.1;18.4;21.4;20.6;8;7;7;3;5;220;3;230;4;230;5;200;5;200;4;-3.8302;57
"20020614";104;13.8;20.2;25.1;25.5;22.3;3;7;7;7;8;100;3;150;4;190;4;220;4;230;5;-0.6946;59
"20020615";77;14.8;17.5;20.2;22;19.5;8;8;7;7;7;180;2;210;3;220;4;210;5;220;5;-2.5712;104
"20020616";102;15.5;19.2;24.4;27.2;27;6;6;4;5;6;210;3;170;3;190;4;200;5;220;2;-0.6946;77
"20020617";138;17.5;23.4;28.3;31.3;30.6;2;1;0;4;0;330;1;50;1;340;2;140;3;290;3;-0.684;102
"20020618";97;16.8;19;22.4;21.8;19.9;8;6;4;7;5;330;5;300;3;330;3;10;3;10;4;-1.5;138
"20020619";70;14.7;16.2;18.2;19.9;16.1;8;8;8;8;8;350;3;20;4;10;4;20;4;360;4;0.6946;97
"20020620";76;14.1;16.4;19.3;19.8;18.4;1;1;6;8;7;330;5;360;4;340;4;30;2;20;3;-1.3681;70
"20020621";87;13.8;18.2;20.8;22.7;20.2;7;5;7;7;7;190;2;210;3;210;4;210;5;230;5;-2;76
"20020622";64;15.6;17.7;19.6;19.9;21.1;8;8;8;7;6;180;4;200;4;220;3;200;5;220;4;-1.9284;87
"20020623";80;14.2;17.3;20.9;21;16.8;5;6;6;5;7;330;2;350;2;90;2;360;7;10;5;2;64
"20020624";78;11.6;17.2;19.2;20.8;18.6;1;3;2;1;1;330;2;360;5;350;5;340;6;10;6;-0.8682;80
"20020625";77;10.7;17.8;21;22;19.9;1;2;1;1;0;290;1;50;3;30;3;350;4;350;5;1.5;78
"20020626";92;11.8;17.3;21.8;21.7;19.5;1;2;2;2;1;300;1;360;3;350;4;10;4;340;5;-0.6946;77
"20020627";78;13.3;16.9;19.5;20.7;18.3;6;5;4;3;1;340;3;10;5;350;6;340;7;340;8;-1.0419;92
"20020628";85;11.2;16.5;18.3;19;16.5;2;4;4;2;1;300;3;10;6;330;5;330;6;350;5;-2.5;78
"20020629";90;8.8;16.2;19.8;19.8;17.8;1;5;5;4;7;300;1;350;3;320;3;350;5;350;6;-1.9284;85
"20020630";66;12.5;17.3;20.2;19.9;18.5;7;5;7;8;8;270;2;290;3;250;3;280;4;250;4;-2.8191;90
"20020701";64;14.9;16.2;15;18.4;18.8;8;8;8;4;7;220;5;210;7;200;9;230;6;280;5;-3.0782;66
"20020702";62;14;16.8;18.3;19;16.9;8;7;7;7;7;240;4;240;6;240;7;230;8;210;9;-6.0622;64
"20020703";72;16.1;17.1;14.9;18.3;17.6;8;7;7;6;5;220;6;250;7;300;10;300;8;300;7;-8.6603;62
"20020704";83;12.5;14.4;17.7;21.5;19.1;8;8;7;4;5;250;2;230;3;280;2;240;5;240;5;-1.9696;72
"20020705";59;13.4;14.8;16.3;18.7;18.1;8;8;8;7;7;180;4;200;6;180;6;230;6;240;5;0;83
"20020706";73;14;15.6;17.2;19.7;20.3;8;8;8;7;6;260;2;270;3;260;3;270;2;280;2;-2.9544;59
"20020707";67;11.8;16.6;18;19.1;18;7;7;8;7;7;190;1;240;4;230;4;230;5;230;4;-3.0642;73
"20020708";57;15.1;17.2;18;19.7;19.8;8;8;8;7;7;190;4;210;5;200;5;200;5;210;4;-1.7101;67
"20020709";75;16.4;17.1;19.4;20.9;17.9;8;8;6;7;7;180;6;200;3;290;5;260;7;220;6;-4.6985;57
"20020710";63;12.8;17.1;18.3;19.7;19;2;5;6;6;4;210;3;220;4;200;7;220;5;250;5;-2.3941;75
"20020711";69;11.6;16.9;19.2;21.2;19.6;6;6;5;4;7;160;2;190;5;200;5;220;7;230;5;-1.7101;63
"20020712";70;14.2;16.3;17.4;20.7;18.9;8;8;8;7;7;140;3;150;4;150;5;200;7;220;5;2.5;69
"20020713";74;13.7;17.4;20.2;21.6;20.6;1;3;4;4;2;320;4;330;7;340;6;330;7;350;5;-2.0521;70
"20020714";103;13.9;18.6;22.3;23.1;21.2;2;2;4;4;3;350;4;360;2;340;4;10;5;350;6;-1.3681;74
"20020715";117;13.8;19.6;24.2;24.1;23.4;2;1;2;4;1;310;2;350;6;360;8;10;8;360;8;0;103
"20020716";136;14;21.5;25.6;25.7;23.8;0;1;2;4;0;300;2;350;4;350;8;360;7;360;6;-1.3892;117
"20020717";111;16.3;19.1;23.4;24.9;22.2;8;7;3;3;1;320;3;320;3;340;4;330;4;340;7;-1.3681;136
"20020718";115;13.2;20.2;25.1;27.1;24.1;1;3;2;3;5;310;1;40;2;140;3;70;2;20;6;1.9284;111
"20020719";149;16.8;22.3;26.8;28.5;27.6;3;1;1;1;1;110;4;110;2;90;2;140;2;90;4;2;115
"20020720";150;16.9;23.5;27.9;25.8;20.8;1;5;3;6;6;120;1;290;1;290;3;350;9;360;7;-2.8191;149
"20020721";84;13;17.8;20;20.7;20.3;2;6;7;6;2;320;4;340;4;360;4;20;5;340;6;0;150
"20020722";99;11.5;19.4;23.1;25.6;22.5;1;3;5;5;3;310;1;110;2;30;3;350;3;360;5;1.5;84
"20020723";95;12.2;18.1;24.9;27;23.2;4;5;4;2;7;300;2;300;2;270;5;260;5;250;7;-5;99
"20020724";79;16.4;19.5;21.1;23.6;21.5;7;7;6;4;6;290;4;300;5;310;5;280;3;360;6;-3.8302;95
"20020725";56;16.1;18.6;20.9;22.3;22.5;7;7;8;7;5;210;2;260;4;250;5;250;4;240;5;-4.6985;79
"20020726";57;17.3;18.8;21.5;23.3;22.9;8;8;7;6;1;90;1;200;1;180;2;190;3;230;4;0;56
"20020727";98;14.8;22.9;26.8;28.7;29.5;1;0;6;5;1;260;1;160;2;170;3;200;3;310;2;0.5209;57
"20020728";91;15.8;21.1;25.2;25.8;24.1;9;3;1;0;0;290;3;350;3;340;4;10;5;360;5;-1.3681;98
"20020729";89;16;20.5;25.7;27.3;24.7;8;2;3;7;5;20;2;340;4;340;3;340;4;360;5;-1.0261;91
"20020730";60;17.4;18.1;19.1;19.4;17.2;8;8;8;8;8;330;3;350;4;350;2;340;2;330;3;-0.3473;89
"20020731";68;14.5;17;17.2;17.5;16.6;7;6;6;5;3;270;3;270;4;300;3;290;2;180;2;-2.5981;60
"20020801";63;12.6;16.5;15.9;16.5;17.2;7;7;7;7;5;140;2;160;6;180;5;160;5;170;3;0;68
"20020802";85;13.9;16.2;20.5;19.2;16.1;6;7;5;7;5;180;3;170;3;170;6;250;6;270;2;1.0419;63
"20020803";84;12.9;15.9;20.1;21.2;20;8;4;7;7;7;250;3;310;2;260;3;260;3;260;2;-2.9544;85
"20020804";92;13.3;16;21.6;23;21.4;8;7;6;6;1;270;2;300;4;290;3;360;4;20;5;-2.8191;84
"20020805";87;13.6;19.2;22.4;21.9;17.5;7;5;6;7;7;340;1;210;2;290;3;230;3;240;2;-2.8191;92
"20020806";118;15.2;18.6;23.1;24.5;22.4;8;7;4;4;6;320;4;330;4;340;7;340;6;350;5;-2.3941;87
"20020807";79;16.3;18.9;19.7;21;21.5;8;8;8;8;7;290;2;300;4;310;4;330;2;250;2;-3.0642;118
"20020808";70;15;18.3;22.5;21.1;19.5;7;7;6;7;8;310;2;290;3;270;3;330;5;260;5;-3;79
"20020809";63;14.8;16.7;17.5;17;15.4;6;8;7;8;7;220;4;240;6;260;6;290;7;280;7;-5.9088;70
"20020810";65;13.4;16.1;16.6;17;16.6;8;6;7;6;7;300;5;300;5;320;9;320;9;330;8;-5.7851;63
"20020811";70;13.5;16.9;16.9;15.7;17.4;7;7;7;8;7;300;3;290;4;250;5;210;5;190;3;-4.6985;65
"20020812";67;15.4;17.7;20;20.9;19.4;8;7;7;6;1;290;4;300;5;320;5;350;4;20;5;-3.2139;70
"20020813";91;12.5;17.9;23.1;25.6;23.5;6;2;1;1;1;300;1;230;1;220;2;310;2;10;6;-1.2856;67
"20020814";114;14.7;21.5;27.1;29.1;28.1;7;0;1;0;0;40;1;120;3;130;4;130;3;120;3;3.0642;91
"20020815";122;15.6;21.9;26.9;26.5;23.5;6;1;2;1;0;310;2;310;2;350;2;350;6;20;4;-0.3473;114
"20020816";111;16.9;19.8;25;28.3;26.2;8;5;4;4;1;350;2;20;2;360;1;290;2;10;5;0;122
"20020817";94;16.1;20;23.9;26.7;25.6;8;5;5;2;2;210;3;220;3;240;5;220;3;230;3;-4.3301;111
"20020818";74;14.5;18.6;23.9;25.4;24.1;7;6;7;6;7;230;2;280;1;330;1;320;3;310;4;-0.5;94
"20020819";84;17.4;19.3;23;25.1;21.3;2;7;5;6;7;220;2;250;3;220;3;250;3;10;4;-1.9284;74
"20020820";69;14.7;17.3;21.1;20.3;19.6;5;6;5;7;4;310;3;320;4;300;5;350;5;350;4;-4.3301;84
"20020821";87;12.4;14.9;21.3;22.9;20.3;9;4;6;7;5;300;1;320;1;20;1;360;3;10;6;0.342;69
"20020822";91;13.4;19.8;23.3;22;21.6;3;5;7;7;7;360;1;100;2;100;4;120;2;30;3;3.9392;87
"20020823";99;16.2;21.6;24;24.9;22.3;6;3;4;4;5;320;2;90;2;60;4;20;4;20;6;3.4641;91
"20020824";111;11.4;20;23.6;24.3;21.9;1;3;4;4;1;240;1;20;4;80;4;30;3;10;6;3.9392;99
"20020825";106;12.5;18.7;23.3;23.9;22.7;2;1;5;5;7;0;0;30;2;30;4;30;6;70;5;2;111
"20020826";67;17.4;16.4;16.9;16.1;15.4;8;8;8;8;8;30;5;10;4;360;5;360;6;360;7;0;106
"20020827";84;16.3;16.9;16.6;17.5;18.3;8;8;8;8;7;10;5;10;5;10;5;20;6;360;6;0.8682;67
"20020828";104;15.7;19.9;21.7;22.1;21.3;8;2;5;7;0;270;1;10;5;360;7;10;5;360;4;0;84
"20020829";75;15.2;19.3;22.3;22.4;21.9;7;4;5;4;1;330;2;10;4;350;4;10;4;10;2;-0.6946;104
"20020830";106;13.2;19;23.7;25.8;23.2;6;1;4;3;5;40;1;170;2;140;1;270;3;300;2;0.6428;75
"20020831";74;15.9;18.6;21.6;22.8;19.7;7;6;3;3;1;10;5;10;5;10;6;340;5;360;7;1.0419;106
"20020901";84;11.6;18.2;21.5;21.4;19.8;5;2;3;4;2;330;1;70;3;80;5;80;5;70;4;4.924;74
"20020902";87;10.4;18.2;22.8;24.5;23;1;0;1;1;3;10;2;70;4;90;5;100;4;80;3;5;84
"20020903";107;12.6;18.8;23.5;26;23;4;6;4;4;3;260;1;340;1;310;2;310;2;340;6;-1.5321;87
"20020904";110;15;17.7;21.1;21.6;19.9;8;7;4;6;7;220;2;240;4;210;3;300;2;280;4;-1.5;107
"20020905";100;11;16;20.1;20.5;19.5;3;4;6;7;5;0;0;290;3;290;2;340;5;350;3;-1.8794;110
"20020906";62;15.2;17.7;19.9;20.8;19.6;7;7;8;7;7;220;3;220;4;220;6;230;6;230;5;-3.8567;100
"20020907";64;16.6;17.6;20;18.7;16.5;8;7;7;7;8;220;3;220;5;220;7;300;3;210;3;-4.4995;62
"20020908";66;12.2;14.7;17.4;15.6;16.9;7;7;6;7;1;200;1;220;2;210;3;230;3;210;2;-1.5;64
"20020909";70;12.8;13.1;18.1;20;17.3;8;7;6;5;5;340;3;270;3;270;4;240;6;230;4;-4;66
"20020910";73;8.9;15.5;18.7;21.8;20;1;3;5;5;5;0;0;0;0;360;2;270;2;230;2;0;70
"20020911";79;13.7;19;21.6;22.2;20.5;4;2;4;3;1;70;1;130;2;90;3;70;4;60;4;3;73
"20020912";95;10.3;17.7;21.6;22.7;19.6;0;1;6;3;2;270;1;70;3;70;5;70;5;60;3;4.6985;79
"20020913";99;12.5;19.2;24.2;25.5;22.6;0;0;0;0;0;0;0;70;3;90;5;70;6;60;6;5;95
"20020914";122;11;18.2;23.9;24.9;22;0;0;0;0;0;20;1;40;4;80;6;60;5;60;5;5.9088;99
"20020915";97;13.6;18;20.1;21.5;19;7;6;7;3;5;40;3;80;6;80;6;80;7;40;6;5.9088;122
"20020916";101;12.1;18;22.2;22.9;20.5;2;0;1;1;1;30;3;80;4;90;6;80;6;60;5;6;97
"20020917";103;12.2;17.7;22.7;24.2;21;2;1;1;3;6;90;3;80;6;100;6;90;6;90;4;5.9088;101
"20020918";95;13.1;16.5;23.7;24.4;23.2;6;7;3;7;8;90;2;90;4;80;4;110;4;100;3;3.9392;103
"20020919";NA;17.3;18.7;20.9;23.7;21.1;8;8;8;5;8;110;2;150;1;260;1;300;2;320;3;-0.9848;95
"20020920";NA;15.2;16.9;18.8;21.8;21.6;9;9;8;5;7;80;1;90;2;70;3;50;1;80;2;2.8191;NA
"20020921";97;13.3;18.7;22.3;22.1;18.8;5;2;3;6;6;30;3;80;4;80;5;70;4;20;5;4.924;NA
"20020922";88;8.8;15.4;19.3;19.3;17.3;1;0;5;7;7;280;1;50;3;50;4;20;6;360;5;3.0642;97
"20020923";73;9.5;15.3;18.3;19.2;16.6;0;6;5;5;1;10;2;10;6;40;6;10;8;30;6;3.8567;88
"20020924";83;9.8;13.3;16.3;17;14.9;2;1;1;3;0;30;4;30;7;40;8;40;7;40;5;5.1423;73
"20020925";79;4.5;12.3;16.2;17.1;15.5;1;2;3;4;3;330;1;10;2;50;4;30;4;350;2;3.0642;83
"20020926";76;7;13.7;17;17.9;15.3;4;7;8;7;2;270;2;290;4;330;5;330;6;330;3;-2.5;79
"20020927";79;10.2;11.5;18.3;20;17.1;9;9;2;6;5;90;1;70;2;120;1;90;3;100;2;0.866;76
"20020928";91;6.2;14.1;19.8;21.1;18.1;0;0;1;2;1;300;1;120;3;120;4;120;4;100;2;3.4641;79
"20020929";89;8.1;14.8;20.4;22;18.4;4;5;5;4;4;80;2;120;4;130;5;130;4;140;1;3.8302;91
"20020930";99;9.4;13.8;21.7;24.7;19.8;6;6;6;3;7;110;2;140;2;140;2;120;4;110;3;1.2856;89
